alias,true_ent_num,matched_ent_num,matched_name,score,correct,alerted_on_sanctioned
VNESHTORGBANK ROSSII CLOSED JOINT STOCK COMPANY,17013,41066,CLOSED JOINT STOCK COMPANY NORSI TRANS,78.26086956521739,False,True
BANK VTB OAO,17013,17013,JSC VTB BANK,100.0,True,False
VTB BANK PAO,17013,17013,BANK VTB PAO,100.0,True,False
VTB BANK OAO,17013,17013,BANK VTB OAO,100.0,True,False
VTB BANK PJSC,17013,17013,BANK VTB OAO,100.0,True,False
BANK VTB PUBLICHNOE AKTSIONERNOE OBSHCHESTVO,17013,22508,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO BANK VVB,97.72727272727273,True,False
VTB BANK,17013,17013,BANK VTB OAO,100.0,True,False
OAO BANK VTB,17013,17013,JSC VTB BANK,100.0,True,False
VTB BANK OPEN JOINT STOCK COMPANY,17013,17013,BANK VTB OPEN JOINT STOCK COMPANY,100.0,True,False
BANK VNESHEI TORGOVLI OAO,17013,17013,BANK VNESHNEI TORGOVLI RSFSR,85.71428571428572,True,False
BANK VNESHNEI TORGOVLI ROSSISKOI FEDERATSII AS A PRIVATE JOINT STOCK COMPANY,17013,17013,BANK VNESHNEY TORGOVLI ROSSIYSKOY FEDERATSII CLOSED JOINT STOCK COMPANY,88.33333333333333,True,False
OAO VNESHTORGBANK,17013,17013,VNESHTORGBANK OF RSFSR,81.25,True,False
BANK OF FOREIGN TRADE OF THE RUSSIAN FEDERATION,17013,17013,BANK FOR FOREIGN TRADE OF RSFSR,72.1311475409836,True,False
BANK FOR FOREIGN TRADE OF RSFSR,17013,17013,OJSC CJSC BANK FOR FOREIGN TRADE,85.71428571428572,True,False
VNESHTORGBANK OF RSFSR,17013,17013,RUSSIAN VNESHTORGBANK,85.0,True,False
CJSC BANK FOR FOREIGN TRADE OF THE RUSSIAN FEDERATION,17013,17013,BANK FOR FOREIGN TRADE OF RSFSR,72.1311475409836,True,False
RUSSIAN VNESHTORGBANK,17013,17013,VNESHTORGBANK OF RSFSR,85.0,True,False
VNESHTORGBANK,17013,17013,VNESHTORGBANK OF RSFSR,81.25,True,False
OJSC CJSC BANK FOR FOREIGN TRADE,17013,17015,BANK FOR FOREIGN TRADE OF THE U.S.S.R.,87.8048780487805,False,True
BANK VTB PAO,17013,17013,VTB BANK PAO,100.0,True,False
VTB BANK PJSC SHANGHAI BRANCH,17013,22245,SHANGHAI GANG QUAN TRADE CO.,66.66666666666667,False,True
GOSUDARSTVENNAYA KORPORATSIYA RAZVITIYA VEB.RF,17015,44973,GOSUDARSTVENNAYA KOMPANIYA AVTODOR,60.0,False,True
STATE DEVELOPMENT CORPORATION VEB.RF,17015,44243,RG REAL ESTATE DEVELOPMENT GMBH & CO. KG,76.0,False,True
GK VEB.RF,17015,,,0.0,False,False
VEB.RF,17015,,,0.0,False,False
VNESHECONOMBANK,17015,17015,VNESHEKONOMBANK GK,84.84848484848484,True,False
VNESHEKONOMBANK SSSR,17015,17015,VNESHEKONOMBANK GK,84.21052631578947,True,False
VNESHEKONOMBANK GK,17015,17015,VNESHECONOMBANK,84.84848484848484,True,False
BANK FOR FOREIGN TRADE OF THE U.S.S.R.,17015,17013,OJSC CJSC BANK FOR FOREIGN TRADE,87.8048780487805,False,True
GAZPROMBANK OPEN JOINT STOCK COMPANY,17016,17016,GAZPROMBANK JOINT STOCK COMPANY,90.19607843137256,True,False
BANK GPB JSC,17016,23577,JSC BANK SNGB,82.35294117647058,False,True
JOINT STOCK BANK OF THE GAS INDUSTRY GAZPROMBANK,17016,51652,GARANT INVEST BANK JOINT STOCK,76.05633802816901,False,True
JOINT STOCK COMMERCIAL BANK - BANK OF MOSCOW OPEN JOINT STOCK COMPANY,17017,51706,JOINT STOCK COMMERCIAL MORTGAGE BANK AKIBANK PUBLIC JOINT STOCK COMPANY,82.35294117647058,False,True
AKTSIONERNY KOMMERCHESKI BANK BANK MOSKVY OTKRYTOE AKTSIONERNOE OBSCHCHESTVO,17017,19036,AKTSIONERNY KOMMERCHESKI BANK MOSKOVSKI OBLASTNOI BANK OTKRYTOE AKTSIONERNOE OBSHCHESTVO,90.2439024390244,False,True
BANK MOSKVY PAO,17017,17017,PAO BM BANK,76.92307692307692,True,False
BANK OF MOSCOW,17017,51464,NEW MOSCOW BANK,84.61538461538461,False,True
BM BANK PUBLIC JOINT STOCK COMPANY,17017,17013,VTB BANK PUBLIC JOINT STOCK COMPANY,86.79245283018868,False,True
PAO BM BANK,17017,22504,"BANK CHBRR, PAO",80.0,False,True
BM BANK AO,17017,25419,"MB BANK, AO",90.0,False,True
SBERBANK ROSSII,17018,18715,JSC SBERBANK OF RUSSIA,86.66666666666667,True,False
SBERBANK ROSSII OAO,17018,18715,JSC SBERBANK OF RUSSIA,86.66666666666667,True,False
OTKRYTOE AKTSIONERNOE OBSHCHESTVO SBERBANK ROSSII,17018,37721,OTKRYTOYE AKTSIONERNOYE OBSHCHESTVO RADIOPRIBOR,81.25,False,True
SBERBANK OF RUSSIA,17018,17018,SBERBANK ROSSII,86.66666666666667,True,False
PJSC SBERBANK,17018,18714,BPS SBERBANK OJSC,80.0,False,True
OPEN JOINT STOCK COMPANY SBERBANK OF RUSSIA,17018,17018,PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA,87.87878787878788,True,False
OJSC SBERBANK OF RUSSIA,17018,17018,SBERBANK ROSSII,86.66666666666667,True,False
JOINT STOCK COMMERCIAL SAVINGS BANK OF THE RUSSIAN FEDERATION,17018,17018,JOINT STOCK COMMERCIAL SAVINGS BANK OF THE RUSSIAN SOVIET FEDERATIVE SOCIALIST REPUBLIC,77.61194029850746,True,False
JOINT STOCK COMMERCIAL SAVINGS BANK OF THE RUSSIAN SOVIET FEDERATIVE SOCIALIST REPUBLIC,17018,17018,JOINT STOCK COMMERCIAL SAVINGS BANK OF THE RUSSIAN FEDERATION,77.61194029850746,True,False
SBERBANK OF RSFSR,17018,18715,JSC SBERBANK OF RUSSIA,82.75862068965517,True,False
PEOPLE'S MILITIA OF DONBASS,17019,17019,DONBASS PEOPLE'S MILITIA,100.0,True,False
OJSC ROSNEFT OIL COMPANY,17022,17022,OIL COMPANY ROSNEFT,100.0,True,False
ROSNEFT OIL COMPANY,17022,17022,OIL COMPANY ROSNEFT,100.0,True,False
OAO ROSNEFT OIL COMPANY,17022,17022,OIL COMPANY ROSNEFT,100.0,True,False
OIL COMPANY ROSNEFT,17022,17022,OJSC ROSNEFT OIL COMPANY,100.0,True,False
ROSNEFT,17022,17022,OJSC ROSNEFT OIL COMPANY,77.77777777777779,True,False
LUGANSK PEOPLE'S REPUBLIC,17023,17023,LUHANSK PEOPLE'S REPUBLIC,96.0,True,False
PEOPLE'S REPUBLIC OF LUHANSK,17023,17023,LUHANSK PEOPLE'S REPUBLIC,100.0,True,False
STARS GROUP SAL (HOLDING),17039,37675,ZR GROUP SAL HOLDING,85.71428571428572,False,True
STARS GROUP HOLDING SAL,17039,37675,ZR GROUP SAL HOLDING,85.71428571428572,False,True
UNIQUE STARS LLC,17040,44022,JSC UEC STAR,70.0,False,True
STARS INTERNATIONAL CO. LTD,17041,49036,SHARK INTERNATIONAL,89.47368421052632,False,True
STARS COMMUNICATIONS LTD SARL,17042,17044,STARS COMMUNICATIONS OFFSHORE,81.63265306122449,False,True
STARS COMMUNICATIONS LLC,17042,17044,STARS COMMUNICATIONS OFFSHORE,81.63265306122449,False,True
STARS COMMUNICATIONS,17042,17044,STARS COMMUNICATIONS OFFSHORE,81.63265306122449,False,True
TELESERVEPLUS,17043,17043,TELESERVE PLUS SAL,66.66666666666667,True,False
STARS COMMUNICATIONS OFFSHORE,17044,17044,STARS COMMUNICATION SAL OFF-SHORE,96.55172413793103,True,False
STARS COMMUNICATION SAL OFF-SHORE,17044,17044,STARS COMMUNICATIONS OFFSHORE,96.55172413793103,True,False
STARS OFFSHORE,17044,25145,STATURA S.A.L. OFFSHORE,86.66666666666667,False,True
FAST LINK SAL,17045,17045,FASTLINK SARL,94.11764705882352,True,False
DONETSKAYA NARODNAYA RESPUBLIKA,17065,17065,DONETSK PEOPLE'S REPUBLIC,60.71428571428572,True,False
CHONGCHONGANG SHIPPING CO LTD,17067,17067,CHONG CHON GANG SHIPPING CO. LTD,91.30434782608697,True,False
CHONG CHON GANG SHIPPING CO. LTD,17067,17067,CHONGCHONGANG SHIPPING CO LTD,91.30434782608697,True,False
EAST SEA SHIPPING COMPANY,17068,58103,SEA LEAD SHIPPING PTE. LTD.,88.23529411764706,False,True
KOREA MIRAE SHIPPING CO. LTD.,17068,23713,KOREA SAMMA SHIPPING CO,85.0,False,True
HAEYANG CREW MANAGEMENT COMPANY,17068,36047,CNRG MANAGEMENT,73.6842105263158,False,True
PUBLICHNOE AKTSIONERNOE OBSHCHESTVO GAZPROM NEFT,17143,37758,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO NEFAZ,87.64044943820225,False,True
GAZPROM NEFT PJSC,17143,17143,GAZPROM NEFT PAO,85.71428571428572,True,False
GAZPROM NEFT PAO,17143,17143,GAZPROM NEFT PJSC,85.71428571428572,True,False
GAZPROM NEFT JOINT STOCK COMPANY,17143,17143,PUBLIC JOINT STOCK COMPANY GAZPROM NEFT,87.27272727272728,True,False
OPEN JOINT STOCK COMPANY SURGUTNEFTEGAS,17145,17145,SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY,87.5,True,False
SURGUTNEFTEGAZ OAO,17145,17145,SURGUTNEFTEGAS,92.85714285714286,True,False
OTKRYTOE AKTSIONERNOE OBSHCHESTVO SURGUTNEFTEGAZ,17145,17145,PUBLICHNOE AKTSIONERNOE OBSCHESTVO SURGUTNEFTEGAS,82.4742268041237,True,False
SURGUTNEFTEGAS PJSC,17145,17145,SURGUTNEFTEGAZ OAO,92.85714285714286,True,False
PAO SURGUTNEFTEGAS,17145,17145,SURGUTNEFTEGAS,87.5,True,False
SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY,17145,17145,OPEN JOINT STOCK COMPANY SURGUTNEFTEGAS,87.5,True,False
PUBLICHNOE AKTSIONERNOE OBSCHESTVO SURGUTNEFTEGAS,17145,46470,PUBLICHNOE AKTSIONERNOE OBSCHESTVO SITI,84.0909090909091,False,True
HAJI BASHIR AND ZARJMIL HAWALA COMPANY,17150,17150,HAJI BASIR AND ZARJMIL COMPANY HAWALA,98.0392156862745,True,False
HAJI ABDUL BASIR AND ZAR JAMEEL HAWALA,17150,17150,HAJI BASIR AND ZARJMIL COMPANY HAWALA,71.1864406779661,True,False
HAJI BASIR HAWALA,17150,17150,HAJI BASEER HAWALA,91.42857142857143,True,False
HAJI BASEER HAWALA,17150,17150,HAJI BASIR HAWALA,91.42857142857143,True,False
HAJI ABDUL BASIR EXCHANGE SHOP,17150,17150,"HAJI ZAR JAMIL, HAJI ABDUL BASEER MONEY CHANGER",65.78947368421053,True,False
HAJI BASIR AND ZARJAMIL CURRENCY EXCHANGE,17150,21124,HANIFAH CURRENCY EXCHANGE,70.96774193548387,False,True
"HAJI ZAR JAMIL, HAJI ABDUL BASEER MONEY CHANGER",17150,15006,HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE,68.18181818181819,False,True
MIDDLE EAST BANK,17154,12696,BANK OF EAST LAND,73.33333333333334,False,True
BANK-E GHARZOLHASANEH RESALAT,17156,17156,GHARZOLHASANEH RESALAT BANK,96.42857142857143,True,False
KISH INTERNATIONAL BANK OFFSHORE COMPANY PJS,17157,17157,KISH INTERNATIONAL BANK,83.63636363636364,True,False
CJSC KAFOLATBANK,17158,46691,CHAMAIYATI DOROI MASAULIYATI MAKHDUDI KAFOLATI KOMIL,28.57142857142857,False,True
ASMA AUTHORISED MONEY EXCHANGERS,17165,17165,ASMA MONEY EXCHANGERS,79.24528301886792,True,False
ASMA MONEY CHANGERS,17165,17165,ASMA MONEY EXCHANGERS,95.0,True,False
ASMA MONEY EXCHANGER'S,17165,17165,ASMA MONEY EXCHANGERS,93.02325581395348,True,False
MUJAHIDEEN SHURA COUNCIL IN THE ENVIRONS OF JERUSALEM,17187,17187,MUJAHIDIN SHURA COUNCIL IN THE ENVIRONS OF JERUSALEM,96.7032967032967,True,False
MUJAHIDEEN SHURA COUNCIL,17187,17187,MAJLIS SHURA AL-MUJAHIDEEN,76.59574468085107,True,False
MAJLIS SHURA AL-MUJAHEDIN FI AKNAF BAYT AL-MAQDIS,17187,17187,MAJLIS SHURA AL-MUJAHIDIN,64.61538461538461,True,False
MAJLIS SHURA AL-MUJAHIDIN,17187,17187,MAJLIS SHURA AL-MUJAHIDEEN,93.33333333333333,True,False
MAJLIS SHURA AL-MUJAHIDEEN,17187,17187,MAJLIS SHURA AL-MUJAHIDIN,93.33333333333333,True,False
MAGLES SHOURA AL-MUJAHDDIN,17187,17187,MAJLIS SHURA AL-MUJAHIDIN,84.44444444444444,True,False
CASPIAN AIR,17226,17226,CASPIAN AIRLINES,81.4814814814815,True,False
PIONEER LOGISTICS HAVACILIK,17229,17229,PIONEER LOGISTICS,77.27272727272727,True,False
JAHAN TECH PARS COMPANY,17237,17237,JAHAN TECH ROOYAN PARS,81.08108108108108,True,False
JAHAN TECH,17237,17237,JAHAN TECH PARS COMPANY,80.0,True,False
MANDEGAR BASPAR FAJR ASIA,17238,17238,MANDEGAR BASPAR KIMIYA COMPANY,72.34042553191489,True,False
BARDIYA TEJARAT JAVID,17238,25633,TEJARAT GOSTAR FARDAD,66.66666666666667,False,True
"PROFAKTOR, LLC",17247,17247,"PROFAKTOR, TOV",81.81818181818181,True,False
LUKOIL OIL COMPANY,17248,17248,LUKOIL,75.0,True,False
LUKOIL,17248,17248,NK LUKOIL OAO,80.0,True,False
NK LUKOIL OAO,17248,17248,LUKOIL,80.0,True,False
NEFTYANAYA KOMPANIYA LUKOIL OOO,17248,47500,NASOSNAYA KOMPANIYA KRON,74.50980392156863,False,True
PUBLIC JOINT-STOCK COMPANY OIL COMPANY LUKOIL,17248,43097,PUBLIC JOINT STOCK COMPANY POLYUS,77.77777777777779,False,True
OTKRYTOE AKTSIONERNOE OBSHCHESTVO DOIGOPRUDNENSKOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE,17249,37779,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE PREDPRIYATIE KONTAKT,83.54430379746836,False,True
DOLGOPRUDNY RESEARCH PRODUCTION ENTERPRISE,17249,35859,PJSC ARZAMAS RESEARCH AND PRODUCTION ENTERPRISE,80.0,False,True
DOLGOPRUDNY,17249,17249,DOLGOPRUDNENSKOYE NPP OAO,68.75,True,False
DOLGOPRUDNENSKOYE NPP OAO,17249,17249,DOLGOPRUDNY,68.75,True,False
JSC NIIP,17251,37797,AO NIIPT RASTR,44.44444444444444,False,True
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKI INSTITUT PRIBOROSTROENIYA IMENI V.V. TIKHOMIROVA,17251,47283,AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNYI NAUCHNO ISSLEDOVATELSKII INSTITUT PRIBOROSTROENIIA,80.0,False,True
OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'MYTISHCHINSKI MASHINOSTROITELNY ZAVOD',17255,44038,OTKRYTOE AKTSIONERNOE OBSCHESTVO MASHINOSTROITELNYI ZAVOD ARSENAL,83.82352941176471,False,True
JSC MYTISHCHINSKI MACHINE-BUILDING PLANT,17255,17255,MYTISHCHI MACHINE BUILDING PLANT,94.11764705882352,True,False
"MYTISHCHINSKI MACHINOSTROITELNY ZAVOD, OAO",17255,47725,AO TULSKIY MASHINOSTROITELNIY ZAVOD,75.0,False,True
A.A. RASPLETIN MAIN SYSTEM DESIGN BUREAU,17258,46651,JOINT STOCK COMPANY DESIGN BUREAU AEROSPACE SYSTEMS,71.60493827160495,False,True
JSC 'ALMAZ-ANTEY' MSDB,17258,17258,ALMAZ-ANTEY GSKB,87.5,True,False
ALMAZ-ANTEY MSDB,17258,17258,ALMAZ-ANTEY GSKB,87.5,True,False
GOLOVNOYE SISTEMNOYE KONSTRUKTORSKOYE BYURO OPEN JOINT-STOCK COMPANY OF ALMAZ-ANTEY PVO CONCERN IMENI ACADEMICIAN A.A. RASPLETIN,17258,17258,ALMAZ-ANTEY PVO 'AIR DEFENSE' CONCERN LEAD SYSTEMS DESIGN BUREAU OAO 'OPEN JOINT-STOCK COMPANY' IMENI ACADEMICIAN A.A. RASPLETIN,72.0,True,False
ALMAZ-ANTEY PVO 'AIR DEFENSE' CONCERN LEAD SYSTEMS DESIGN BUREAU OAO 'OPEN JOINT-STOCK COMPANY' IMENI ACADEMICIAN A.A. RASPLETIN,17258,17258,JOINT STOCK COMPANY ALMAZ-ANTEY AIR DEFENSE CONCERN MAIN SYSTEM DESIGN BUREAU NAMED BY ACADEMICIAN A.A. RASPLETIN,87.32394366197182,True,False
ALMAZ-ANTEY GSKB IMENI ACADEMICIAN A.A. RASPLETIN,17258,43069,JSC NPO ALMAZ NAMED AFTER A.A. RASPLETIN,64.19753086419753,False,True
ALMAZ-ANTEY GSKB,17258,17258,JSC 'ALMAZ-ANTEY' MSDB,87.5,True,False
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO PROIZVODSTVENNOE OBEDINENIE ALMAZ IMENI AKADEMIKA A.A. RASPLETINA,17258,43069,PUBLICHNOE AKTCIONERNOE OBSHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE ALMAZ IMENI AKADEMIKA A.A. RASPLETINA,88.57142857142857,False,True
KALININ MACHINE-BUILDING PLANT OPEN JOINT-STOCK COMPANY,17259,44038,ARSENAL MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY,82.97872340425532,False,True
OPEN-END JOINT-STOCK COMPANY 'KALININ MACHINERY PLANT. YEKATERINBURG',17259,17259,KALININ MACHINE-BUILDING PLANT OPEN JOINT-STOCK COMPANY,76.19047619047619,True,False
"MASHINOSTROITEL'NYI ZAVOD IM. M.I. KALININA, G. YEKATERINBURG OAO",17259,37700,OAO MARIYSKIY MASHINOSTROITELNYY ZAVOD,64.44444444444444,False,True
MZIK OAO,17259,,,0.0,False,False
KALININ MACHINERY PLANT-BRD,17259,17259,KALININ MACHINE PLANT JSC,87.5,True,False
"OTKRYTOE AKTSIONERNOE OBSHCHESTVO MASHINOSTROITELNY ZAVOD IM.M.I.KALININA, G.EKATERINBURG",17259,44038,OTKRYTOE AKTSIONERNOE OBSCHESTVO MASHINOSTROITELNYI ZAVOD ARSENAL,80.79470198675497,False,True
"STATE CORPORATION FOR THE PROMOTION OF THE DEVELOPMENT, MANUFACTURE, AND EXPORT OF HIGH TECH PRODUCTS ROSTEC",17260,50259,ENTERPRISE RESEARCH DEVELOPMENT AND PRODUCTION CENTER ORION,56.69291338582677,False,True
HILAL AHMAR SOCIETY OF INDONESIA,17269,17269,INDONESIA HILAL AHMAR SOCIETY FOR SYRIA,90.625,True,False
YAYASAN HILAL AHMAR,17269,8108,YAYASAN AL HARAMAIN,68.57142857142857,False,True
INDONESIA HILAL AHMAR SOCIETY FOR SYRIA,17269,17269,HILAL AHMAR SOCIETY INDONESIA,90.625,True,False
ABDUL HAMEED SHAHAB-U-DIN,17271,17271,ABDUL HAMEED SHAHAB-UD-DIN,98.0392156862745,True,False
ABDUL HAMEED SHAHABUDDIN,17271,17271,ABDUL HAMEED SHAHABUDDAIN,97.95918367346938,True,False
ABDUL HAMEED SHAHABUDDAIN,17271,17271,ABDUL HAMEED SHAHABUDDIN,97.95918367346938,True,False
KATIBA AL-MUHAJIREEN,17289,17289,KATEEB AL MUHAJIREEN WAL ANSAR,68.18181818181819,True,False
JAISH AL-MUHAJIREEN WA ANSAR,17289,17289,JAISH AL-MUHAJIREEN WAL-ANSAR,98.0392156862745,True,False
KATEEB AL MUHAJIREEN WAL ANSAR,17289,17289,JAISH AL-MUHAJIREEN WAL-ANSAR,83.01886792452831,True,False
BRIGADE OF THE EMIGRANTS AND HELPERS,17289,17289,ARMY OF THE EMIGRANTS AND HELPERS,80.85106382978724,True,False
ARMY OF THE EMIGRANTS AND HELPERS,17289,17289,BRIGADE OF THE EMIGRANTS AND HELPERS,80.85106382978724,True,False
JAYSH AL-MUHAJIRIN WAL-ANSAR,17289,17289,JAISH AL-MUHAJIREEN WAL-ANSAR,90.19607843137256,True,False
JAYSH AL-MUHAJIRIN AND AL-ANSAR ARMY,17289,17289,MUHAJIRIN AND ANSAR ARMY,86.95652173913044,True,False
AL-MUAJIRIN BRIGADE,17289,26061,AL-MUJAHIDIN BRIGADES,82.35294117647058,False,True
MUHAJIRIN AND ANSAR ARMY,17289,17289,JAYSH AL-MUHAJIRIN AND AL-ANSAR ARMY,86.95652173913044,True,False
ARMY OF FOREIGN FIGHTERS AND SUPPORTERS,17289,7146,ULSTER FREEDOM FIGHTERS,61.81818181818181,False,True
HARAKET SHAM AL-ISLAM,17299,17299,HARAKAT SHAM AL-ISLAM,94.44444444444444,True,False
SHAM AL-ISLAM MOVEMENT,17299,8859,ISLAMIC MOVEMENT FOR REFORM,76.19047619047619,False,True
MOLODEZHNAYA AVTONOMNAYA NEKOMMERCHESKAYA ORGANIZATSIYA NOCHNYE VOLKI,17317,47931,AVTONOMNAYA NEKOMMERCHESKAYA ORGANIZATSIYA DOPOLNITELNOGO PROFESSIONALNOGO OBRAZOVANIYA UCHEBNYI TSENTR ESHELON,63.33333333333333,False,True
NOCHNIYE VOLKI,17317,17317,NOCHNYE VOLKI,96.2962962962963,True,False
NOCHNYE VOLKI,17317,17317,NOCHNIYE VOLKI,96.2962962962963,True,False
MARSHALL CAPITAL,17449,17449,MARSHALL CAPITAL PARTNERS,78.04878048780488,True,False
SOUTHEAST MOVEMENT,17468,17468,SOUTH-EAST MOVEMENT,75.67567567567568,True,False
YUGO-VOSTOK MOVEMENT,17468,44992,OOO VOSTOKUGOL DIKSON,64.86486486486487,False,True
NEW RUSSIA PARTY,17471,35003,JSC RUSSIAN EXPORT CENTER,70.27027027027026,False,True
AJNAD MASR,17567,17567,AJNAD MISR,90.0,True,False
DONASHELL,17626,17626,N.P.T.T. DONA-SHELL,75.0,True,False
DONNA SHELL,17626,17626,N.P.T.T. DONA-SHELL,76.92307692307692,True,False
NEW GENERATION CARTEL OF JALISCO,17671,17671,JALISCO NEW GENERATION CARTEL,100.0,True,False
CJNG,17671,,,0.0,False,False
JALISCO NEW GENERATION CARTEL,17671,17671,NEW GENERATION CARTEL OF JALISCO,100.0,True,False
LOS CUINIS DRUG TRAFFICKING ORGANIZATION,17672,21023,FLORES DRUG TRAFFICKING ORGANIZATION,86.8421052631579,False,True
LOS QUINIS,17672,7291,INVERSIONES LA QUINTA Y CIA. LTDA.,35.89743589743589,False,True
ROSSISKI NATSIONALNY KOMMERCHESKI BANK OTKRYTOE AKTSIONERNOE OBSHCHESTVO,17755,19033,OTKRYTOE AKTSIONERNOE OBSHCHESTVO KOMMERCHESKIY BANK VERKHNEVOLZHSKIY,82.26950354609929,False,True
RNKB OAO,17755,,,0.0,False,False
AMIGO SUPERMARKET,17768,12455,KAIRABA SUPERMARKET,77.77777777777779,False,True
WONDERLAND AMUSEMENT PARK,17769,17769,WONDERLAND AMUSEMENT PARK AND RESORT LTD,87.71929824561404,True,False
KODOKAI,17787,17787,KODO-KAI,53.333333333333336,True,False
KOUDOU-KAI,17787,,,0.0,False,False
THIRD KODO-KAI,17787,17787,KODO-KAI,72.72727272727273,True,False
SANDAIME KODO-KAI,17787,17787,THIRD KODO-KAI,64.51612903225806,True,False
STATE ENTERPRISE KERCH COMMERCIAL SEA PORT,18027,18027,STATE ENTERPRISE KERCH SEA COMMERCIAL PORT,100.0,True,False
KERCH COMMERCIAL SEAPORT,18027,18315,YALTA COMMERCIAL SEAPORT,75.0,False,True
KERCH MERCHANT SEA PORT,18027,18027,KERCH SEA PORT,75.67567567567568,True,False
KERCH SEA PORT,18027,18027,PORT OF KERCH,83.33333333333334,True,False
PORT OF KERCH,18027,18027,SEAPORT OF KERCH,86.95652173913044,True,False
SEAPORT OF KERCH,18027,18027,PORT OF KERCH,86.95652173913044,True,False
PLAZA VIRREYES,18091,55848,PRINCE TIMES PLAZA CO. LTD.,62.5,False,True
PLAZA XAMAN HA,18092,35068,"LAKHTA PLAZA, OOO",61.53846153846154,False,True
"W AND G ARQUITECTOS, S.A. DE C.V.",18130,25977,GR ARQUITECTOS,81.25,False,True
ALNASER AIRLINES,18133,18133,AL-NASER AIRLINES,93.33333333333333,True,False
AL NASER WINGS,18133,18133,AL NASER WINGS AIRLINES,70.96774193548387,True,False
AL NASER WINGS AIRLINES,18133,18133,AL-NASER AIRLINES,82.35294117647058,True,False
SKY BLUE BIRD FZE,18134,18134,SKY BLUE BIRD AVIATION,74.28571428571429,True,False
SKY BLUE AIRLINES,18134,58532,JSKY AIRLINES,80.0,False,True
"AL-INMAA GROUP FOR TOURISM WORK, LLC",18219,18219,"AL-INMAA GROUP FOR TOURISM WORKS, LLC",97.95918367346938,True,False
AL-INMAA GROUP,18219,41516,RODINA GROUP,78.26086956521739,False,True
"AL-INMAA GROUP, LLC",18219,41516,RODINA GROUP,78.26086956521739,False,True
AL-INMAA GROUP FOR ENGINEERING AND CONTRACTING,18220,18220,INMAA 'AL' FOR ENGINEERING AND CONTRACTING SARL,90.625,True,False
INMAA 'AL' FOR ENGINEERING AND CONTRACTING SARL,18220,18220,AL-INMAA GROUP FOR ENGINEERING AND CONTRACTING,90.625,True,False
AL-INMAA GROUP FOR ENTERTAINMENT AND LEISURE PROJECTS,18221,18221,AL-INMAA FOR ENTERTAINMENT AND LEISURE PROJECTS,92.3076923076923,True,False
AL-INMAA FOR ENTERTAINMENTS AND LEISURE PROJECTS,18221,18221,AL-INMAA FOR ENTERTAINMENT AND LEISURE PROJECTS,98.63013698630137,True,False
CAR CARE CENTER CCC,18222,18222,CAR CARE CENTER COMPANY,88.23529411764706,True,False
CAR CARE CENTER COMPANY,18222,18222,CAR CARE CENTER CCC,88.23529411764706,True,False
ORENBURGNEFT,18267,52127,GAZPROM NEFT ORENBURG LLC,48.484848484848484,False,True
OAO JSC ORENBURGNEFT,18267,52127,GAZPROM NEFT ORENBURG LLC,48.484848484848484,False,True
"ROSEKSIMBANK, ZAO",18268,18268,AO ROSEKSIMBANK,88.88888888888889,True,False
RUSSIAN EXPORT-IMPORT BANK,18268,10368,IRAN EXPORT BANK,76.19047619047619,False,True
GOSUDARSTVENNY SPETSIALIZIROVANNY ROSSISKI EKSPORTNO-IMPORTNY BANK (ZAKRYTOE AKTSIONERNOE OBSHCHESTVO),18268,51434,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO PERVYI SPETSIALIZIROVANNYI DEPOZITARII,73.25581395348837,False,True
STATE SPECIALIZED RUSSIAN EXPORT-IMPORT BANK JOINT-STOCK COMPANY,18268,45896,JOINT STOCK COMPANY RUSSIAN STANDARD BANK,65.1685393258427,False,True
EXIMBANK OF RUSSIA ZAO,18268,51760,RUSSITA BANK,81.4814814814815,False,True
EXIMBANK OF RUSSIA,18268,51760,RUSSITA BANK,81.4814814814815,False,True
AO ROSEKSIMBANK,18268,18268,"ROSEKSIMBANK, ZAO",88.88888888888889,True,False
SAMOTLORNEFTEGAZ JSC,18269,51524,AKTSIONERNOE OBSHCHESTVO SAMOTLORNEFTEPROMKHIM,41.93548387096774,False,True
SAMOTLORNEFTEGAZ,18269,51524,AKTSIONERNOE OBSHCHESTVO SAMOTLORNEFTEPROMKHIM,41.93548387096774,False,True
VERKHNECHONSKNEFTEGAZ,18271,19033,OJSC CB VERKHNEVOLZHSKY,51.28205128205128,False,True
